time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452400000	4.79146	18.9888	4.9303	-2.51463	0.447052	lidar	0.575832	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
1477010452450000	4.58666	18.8389	4.94513	-2.48841	0.456804	radar	1.50644	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.40145	18.7073	4.92677	-2.47045	0.452221	lidar	1.05738	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.21293	18.5652	4.90772	-2.45795	0.432818	radar	1.3931	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.07409	18.4082	4.86085	-2.4249	0.446637	lidar	2.23125	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.89511	18.2364	4.88823	-2.38479	0.484866	radar	7.09386	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.65488	18.0963	4.93204	-2.38601	0.455845	lidar	2.58003	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.48476	17.9444	4.90193	-2.37464	0.434143	radar	3.35746	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.26823	17.7784	4.93633	-2.36578	0.419034	lidar	1.20586	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.09385	17.5955	4.95606	-2.33393	0.441955	radar	2.4894	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.90903	17.4772	4.93212	-2.33504	0.41762	lidar	6.05372	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.76933	17.2619	4.94919	-2.28419	0.46525	radar	3.35676	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.5956	17.0779	4.95817	-2.26636	0.459078	lidar	0.10671	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.4285	16.9094	4.93231	-2.2628	0.425368	radar	1.92988	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.26267	16.7369	4.92847	-2.25005	0.416209	lidar	0.502764	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.09083	16.5414	4.93279	-2.24087	0.394399	radar	5.07475	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.93892	16.3125	4.95728	-2.21195	0.403674	lidar	2.3321	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.77937	16.135	4.93839	-2.20859	0.376751	radar	1.13159	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.57931	15.967	4.95784	-2.21594	0.347488	lidar	1.88354	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.4556	15.7378	4.97888	-2.17427	0.385527	radar	2.00067	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.28691	15.5224	5.00779	-2.16239	0.376644	lidar	1.03773	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.13294	15.3289	5.00342	-2.15521	0.360823	radar	0.988792	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.930055	15.115	5.05495	-2.1588	0.335725	lidar	3.06049	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.78174	14.9316	5.02637	-2.15929	0.3077	radar	2.33987	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.669215	14.7153	5.01354	-2.13372	0.319149	lidar	0.290509	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.560458	14.4759	5.03191	-2.09684	0.350809	radar	1.74396	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.389922	14.2569	5.06403	-2.0953	0.332521	lidar	1.2395	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.278454	14.0085	5.10252	-2.05604	0.372455	radar	3.58875	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.244712	13.7576	5.06798	-2.00246	0.411709	lidar	3.14465	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.147088	13.5165	5.08805	-1.97182	0.430489	radar	1.27218	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0155938	13.2903	5.12102	-1.97663	0.400134	lidar	1.86866	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.132206	13.0699	5.10615	-1.97102	0.378044	radar	0.8702	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.155772	12.8385	5.05996	-1.92471	0.410327	lidar	2.86519	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.275196	12.6118	5.04916	-1.92621	0.376401	radar	3.61183	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.393139	12.3765	5.06475	-1.92051	0.361017	lidar	0.435264	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.518489	12.166	5.04811	-1.92795	0.32644	radar	3.88024	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.601389	11.9431	5.03358	-1.91258	0.325832	lidar	0.482971	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.726499	11.7155	5.03664	-1.9185	0.296006	radar	2.92809	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.911304	11.4765	5.0869	-1.94439	0.248542	lidar	4.46701	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.01971	11.2486	5.06535	-1.94974	0.21641	radar	3.17303	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.19102	11.023	5.09405	-1.97225	0.178447	lidar	2.54472	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.27028	10.7788	5.10734	-1.9472	0.205493	radar	1.14208	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.39696	10.5275	5.13668	-1.94843	0.192307	lidar	1.17544	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.47934	10.2684	5.16169	-1.92555	0.214533	radar	1.57981	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.58431	10.0549	5.14292	-1.92547	0.20306	lidar	1.79075	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.67498	9.82352	5.12957	-1.92042	0.194017	radar	0.453438	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.75598	9.59936	5.1108	-1.91083	0.194139	lidar	0.692113	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.85969	9.35138	5.13654	-1.90299	0.198484	radar	2.66414	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.93809	9.06381	5.17697	-1.88555	0.206269	lidar	4.41148	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.02768	8.83777	5.15266	-1.88747	0.185756	radar	1.68058	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.1239	8.58648	5.1669	-1.88418	0.178887	lidar	0.269082	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.24609	8.33671	5.19015	-1.89281	0.158072	radar	3.12922	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.30109	8.09829	5.17024	-1.87551	0.168769	lidar	0.551022	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.37192	7.87991	5.13587	-1.87074	0.161664	radar	5.34641	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.48208	7.63065	5.15623	-1.87616	0.146451	lidar	0.803244	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.64229	7.39841	5.1645	-1.91501	0.0794566	radar	6.05432	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.74465	7.14331	5.1838	-1.91582	0.0740085	lidar	0.489459	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.81063	6.90639	5.17235	-1.90012	0.0934588	radar	1.46767	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.86216	6.68942	5.12963	-1.88657	0.103241	lidar	2.40547	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.93611	6.46068	5.09797	-1.89267	0.0752337	radar	4.36489	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.99296	6.22047	5.08483	-1.88025	0.0846036	lidar	0.465064	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.10714	5.97652	5.10645	-1.8889	0.0721208	radar	3.19663	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.18498	5.70651	5.13325	-1.88169	0.0759429	lidar	1.58639	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.2938	5.4604	5.1396	-1.90025	0.0364768	radar	2.37962	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.38657	5.20201	5.16018	-1.90039	0.0343857	lidar	0.587963	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.45595	4.95531	5.15901	-1.88932	0.0499175	radar	0.186457	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.56344	4.68478	5.19946	-1.89372	0.0428986	lidar	2.2826	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.6721	4.43417	5.20934	-1.91229	0.00434156	radar	2.42772	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.79842	4.17037	5.24958	-1.92361	-0.00715572	lidar	2.98375	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.88233	3.9283	5.24467	-1.91614	0.00961991	radar	1.0472	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.95762	3.69066	5.22783	-1.91229	0.0126988	lidar	0.500382	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.06424	3.47812	5.19842	-1.93127	-0.021639	radar	4.13499	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.15511	3.23287	5.2003	-1.93178	-0.0210153	lidar	0.00986557	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.26967	2.98185	5.21949	-1.94671	-0.0461943	radar	0.921995	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.35668	2.71228	5.24413	-1.9425	-0.0387833	lidar	1.41918	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.44499	2.46228	5.24698	-1.93892	-0.0292917	radar	0.168585	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.54716	2.2017	5.26921	-1.94029	-0.0282161	lidar	0.823967	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.65863	1.96779	5.26535	-1.96428	-0.0761595	radar	4.1245	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.7705	1.70118	5.29833	-1.96729	-0.0736504	lidar	1.88295	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.89454	1.45444	5.31499	-1.98524	-0.100757	radar	0.83815	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.95668	1.21247	5.28844	-1.97754	-0.0892707	lidar	4.53848	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.05555	0.987844	5.26349	-1.98103	-0.0857551	radar	0.936831	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.11914	0.748264	5.23871	-1.97385	-0.0753286	lidar	3.8633	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21006	0.464396	5.28463	-1.97034	-0.0723664	radar	5.33459	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.28623	0.219963	5.27164	-1.96608	-0.0647355	lidar	1.43811	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.39655	-0.0171358	5.26432	-1.96434	-0.0463064	radar	5.95153	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.46917	-0.260362	5.24997	-1.95843	-0.0381558	lidar	1.58972	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.59127	-0.455816	5.20801	-1.97929	-0.064578	radar	4.0738	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.72971	-0.649701	5.17361	-2.00244	-0.0884309	lidar	3.12685	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.84378	-0.876655	5.17795	-2.02196	-0.123118	radar	5.44171	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.93815	-1.13719	5.2005	-2.01603	-0.108352	lidar	1.14125	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.026	-1.39907	5.22053	-2.00822	-0.0932828	radar	2.63267	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.16464	-1.60952	5.20496	-2.02732	-0.110561	lidar	1.21062	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.30694	-1.83964	5.23326	-2.05747	-0.160962	radar	4.37658	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.41195	-2.08512	5.24105	-2.05629	-0.149894	lidar	0.440661	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.5638	-2.29171	5.22657	-2.07806	-0.166	radar	3.12008	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.71262	-2.5022	5.2179	-2.09731	-0.179214	lidar	0.546007	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.8683	-2.71486	5.22001	-2.11912	-0.197582	radar	1.22765	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.96044	-2.97614	5.23983	-2.10453	-0.167827	lidar	2.36858	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.09002	-3.20099	5.23261	-2.10878	-0.159244	radar	0.201877	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.21519	-3.4019	5.20423	-2.11981	-0.163916	lidar	1.41508	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.36099	-3.64377	5.22932	-2.12525	-0.159481	radar	4.43103	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.52058	-3.79618	5.17037	-2.15868	-0.191682	lidar	5.09559	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.66487	-4.00576	5.16964	-2.17117	-0.197498	radar	0.492233	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.81954	-4.22897	5.18418	-2.1806	-0.196545	lidar	0.430051	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.97039	-4.44615	5.18908	-2.1889	-0.193876	radar	0.365487	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.1316	-4.67756	5.21418	-2.19605	-0.190182	lidar	1.18661	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.27202	-4.88645	5.18468	-2.19447	-0.167346	radar	2.59433	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40597	-5.10462	5.18289	-2.19448	-0.157382	lidar	0.277859	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.55271	-5.2831	5.13358	-2.2035	-0.151608	radar	4.4176	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.74476	-5.47894	5.1459	-2.22712	-0.170521	lidar	1.63295	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.90299	-5.67894	5.13624	-2.23458	-0.166507	radar	0.453521	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.06247	-5.86609	5.1239	-2.24718	-0.171822	lidar	0.254416	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.20139	-6.03549	5.06639	-2.25202	-0.161521	radar	7.13897	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.3847	-6.14754	5.00677	-2.29207	-0.200507	lidar	6.05035	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.55793	-6.33277	5.00372	-2.30374	-0.200781	radar	0.899854	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.70182	-6.53557	5.00433	-2.30048	-0.18499	lidar	0.385843	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.92035	-6.69512	5.02424	-2.33661	-0.219576	radar	6.63738	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1254	-6.85434	5.02599	-2.36378	-0.238706	lidar	0.60748	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3086	-7.01766	5.02406	-2.38132	-0.246582	radar	1.1202	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5375	-7.1885	5.05344	-2.40877	-0.263798	lidar	3.15889	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7417	-7.33258	5.04933	-2.43496	-0.280003	radar	2.05972	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9862	-7.48589	5.0779	-2.46814	-0.301906	lidar	3.29016	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1757	-7.62985	5.05357	-2.48394	-0.302483	radar	1.38382	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3293	-7.78384	5.02032	-2.48431	-0.286074	lidar	3.46279	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5256	-7.91427	4.99712	-2.50476	-0.293412	radar	2.08024	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.7103	-8.02018	4.9561	-2.52883	-0.305676	lidar	3.74985	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.9072	-8.13807	4.91232	-2.54996	-0.312454	radar	2.53657	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1254	-8.22784	4.89337	-2.58589	-0.336806	lidar	1.18162	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3473	-8.35322	4.92339	-2.60652	-0.340472	radar	2.29302	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5542	-8.43305	4.89215	-2.63835	-0.358784	lidar	2.46477	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7642	-8.52189	4.85259	-2.66661	-0.372964	radar	2.31866	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0378	-8.60543	4.8871	-2.70967	-0.400079	lidar	3.52307	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2818	-8.70408	4.91518	-2.7342	-0.403214	radar	2.50557	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.5058	-8.74955	4.8882	-2.77357	-0.426548	lidar	2.3949	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7286	-8.792	4.84039	-2.81499	-0.455494	radar	4.38887	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9539	-8.89847	4.85029	-2.82382	-0.438968	lidar	0.596384	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.198	-8.98851	4.89098	-2.83671	-0.422207	radar	2.66375	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4201	-9.09576	4.89398	-2.84026	-0.401912	lidar	0.521284	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6506	-9.16577	4.8852	-2.86095	-0.404184	radar	0.251373	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9306	-9.1631	4.9062	-2.91802	-0.445409	lidar	2.02048	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1845	-9.23674	4.92969	-2.93244	-0.434511	radar	4.41019	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4435	-9.34782	4.96463	-2.92997	-0.405349	lidar	5.17758	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6896	-9.37712	4.94648	-2.96457	-0.427967	radar	1.90731	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9443	-9.45922	4.96704	-2.96962	-0.408462	lidar	2.07869	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1969	-9.46858	4.95945	-3.00766	-0.432503	radar	2.2882	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4486	-9.46248	4.95904	-3.04582	-0.451251	lidar	0.549737	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6735	-9.45924	4.92485	-3.0801	-0.470148	radar	5.27949	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9513	-9.44687	4.95516	-3.11735	-0.484144	lidar	1.42669	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.201	-9.50596	4.97036	-3.11305	-0.446456	radar	7.84122	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4596	-9.52352	4.98204	-3.13037	-0.440278	lidar	0.509638	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.717	-9.51315	4.98401	3.12225	-0.453883	radar	1.69118	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9711	-9.48098	4.98941	3.08871	-0.465711	lidar	0.21294	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2172	-9.44229	4.97926	3.05093	-0.48824	radar	0.73779	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4284	-9.48181	4.93835	3.05554	-0.458142	lidar	2.3742	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.666	-9.46686	4.93516	3.04045	-0.445086	radar	1.68455	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.9137	-9.45931	4.93624	3.02674	-0.435571	lidar	0.269277	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1456	-9.41924	4.92845	3.00412	-0.433216	radar	3.98932	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3874	-9.30476	4.93766	2.94941	-0.469281	lidar	2.96189	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6226	-9.22708	4.92858	2.90824	-0.496637	radar	1.17447	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8696	-9.10921	4.94854	2.8594	-0.521982	lidar	1.31008	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1054	-9.00969	4.95462	2.82228	-0.53313	radar	4.97396	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2975	-9.11901	4.86219	2.87131	-0.456068	lidar	15.2613	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5371	-9.07305	4.86513	2.86004	-0.440433	radar	1.52924	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7569	-8.9813	4.8585	2.82838	-0.451255	lidar	0.733807	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9979	-8.89876	4.86894	2.80224	-0.45762	radar	2.32541	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1976	-8.82881	4.83545	2.78247	-0.455951	lidar	1.67068	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.4308	-8.73786	4.8413	2.75533	-0.465139	radar	1.82694	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.6298	-8.70782	4.79287	2.75487	-0.44292	lidar	2.51228	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.8251	-8.55651	4.77775	2.69177	-0.507596	radar	6.83187	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-22.0292	-8.48287	4.75437	2.67812	-0.496104	lidar	0.604386	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.2391	-8.37026	4.75846	2.65645	-0.486364	radar	1.84971	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4654	-8.28079	4.76386	2.6436	-0.473813	lidar	1.02327	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6596	-8.15673	4.75167	2.61045	-0.490512	radar	1.12351	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8814	-7.94009	4.81761	2.55376	-0.521412	lidar	4.87529	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0728	-7.78813	4.81249	2.50716	-0.561399	radar	3.70034	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2936	-7.62312	4.85022	2.47698	-0.561511	lidar	1.9422	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4921	-7.48372	4.8557	2.46538	-0.53021	radar	1.63144	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
